A fir a puang	his theft got revealed
A fir a puan caah a ning a zak ngai	he was very embarassed because his theft got revealed
A ing a puang	he was piqued
A ing a puan tuk lioah cun va chawn hlah	please donot talk to him while he is so piqued
Ka ing na ka puanh tuk	you annoyed me so much
Meithal a puah	he fires a gun
Tiva ah bom an puah	they exploded bombs at the river
Kawm an puah	they popped corn
Zilawng puai ah Mandalay ah a kal	he went to Mandalay at the time of water festival
A nau puakmi a ngan caah a tha a di	he is tired because the child he carries is big
Sangmang pualthawh ah s◦khi pahra an kah	at the hunting festival of Sangmang, ten barking deers were shot down
Nan vok a puam ngai cang	your pig is now big
Na vok a puam deuh tikah kan cawk te lai	I will buy your pig when it gets bigger
Mi lungpuam a si	he is a proud man
Cawngnak puan cu a man a tam ngai	silk blanket is expensive
Tawhrolh ca na cawkmi puan kha a hme tuk	the cloth you bought for trousers is too small
Puan hnawisawt	tie of the mantle across the chest by its four ends so as not to impede the legs
Hngakchia cu puan aih an thiam rih lo	children donot yet know how to put on blankets
Puansen cu puai tikah kan i aih	we wear red silk blanket during the festival
Na angki caah puanthan kan caw lai	we are going to buy long cloth for your coat
Zahan cu ka pi a kan leng	last night my grandmother visited with us
Vawlei cu pungsan a rak ngei lo	the earth did not have form
An saṭil an karh ngai	their domestic animals have increased
An saṭil an karh caah an rum ngai cang	they are quite rich now since their cattles increased
Fir a'n puh	they allege him of stealing
Hngakchia le hngakchia an i puk	children kiss each other
Kum 1918 ah Lai Tlang ah pul a rak tlung	in 1918 there was an influenze epidemic in the Chin Hills
Ar an pul	chickes die in great number of disease
Kan ar an pulh caah ar kan ngei ti lo	because our chickens died in great number we no longer have chickens
Ruapum in tiva kan tan	we cross the river in a raft
Na ca cungah pum pakhat in suai tuah	draw a circle on your paper
Zung ah na pum in na chuak lai	you must appear in court in person
Kan i pum lai	we shall gather together
Biakinn ah kan i pum lai	we shall worship together in the church
Na hawile na pum kho hna hnga maw?	cam you assemble your friends?
Kan i pumh lioah an kan kah	the shot us while we were worshipping
Vawlei a pum, a per lo	the world is round, not flat
Vawlei a pum cu ka theih ve ko	I also knew that the earth is round
Penghlei and CeuLul zong ṭhirual an si ve	Penghlei and CeuLul also are beads
Pam a tlung i Kawl ah pur kan phiar	we have famine and we went ot the Burman area to buy grains
Pur kan phiar pah ah kan i tong	we met while we were buying food in other village during the famine
Na kal tak mi vawlei	the world you left behind
Zaanlei ah khua kan pha kho hnga maw?	can we reach the village in the evening?
Nihin ah khua kan phan kho lai maw?	shall we be able to reach the village today?
Khua cu zaanlei ah kan phanh khawh ko lai	we shall be able to reach the village in the evening
Ka cumpi lai ti ka phang	I am afraid I might catch cold
Ka cumpi lai ti ka phan caah tikholh kaa ralring	I am careful about taking shower since I am afraid that I might catch cold
Phangphang an puah	they popped firecrackers
Ṭuang ah puan a phah	she spreads out a blanket on the floor
Sa thah hlan ah chawl phah hlah	to spread the leaves before killing sacrificial animal, meaning, talking without making preparation (do not spread the leaves before killing the animal)
Ka riahbuk ah hnahchawl kan phah	we spread leaves in the temporary tent
Tiva kam ah phai tampi an kho	there are plenty of reeds on the banks of the river
Kan khua a phai ngai	our village is quite low in elevation
Mi kong ceih a duh tuk	she likes too much gossiping
Dawtnak bia kan phai lio kha ka ngai	I longed for the time when we talk about love
Na balṭin a sawng	your bucket is dented
A hawile nih an thloh caah khualtlawn aa let	he canceled his trip because his friends discouraged him
An ṭhih len nain a ṭih hlei lo	they frightened him many times but he was not afraid
An ṭhih nak kha aa zumh sual	he unfortunately believed their discouragement
Phairam ah raifanh a tam	malaria is rampant in low lying areas
Cauk cawknak caah phaisa ka ngei ko	I have money to buy books
Laitlang ah phaizawng tampi an um	there are plenty of cherries in the Chin Hills
Phaizawl ah lo kan ngei	we have a farm in flatland
Mangkawlong kuh cu a phak	green guava is astringent in taste
Thei kuh cu an phah caah kan ei hna lo	we do not eat young fruits since they are astringent
A hni cu a phak dong hnih a si	her skirt's width is two cubits (thirty six inches)
Facang phal put in lawm in kan ra lai	we shall come rejoicing bringing in the sheaves
Mei nan phalh kho maw?	could you extinguish the fire?
Ni khat ah fanghra an ka phalh	they paid me ten kyats a day
Inn na phan cang maw?	have you arrive home yet?
Phalung cungah thungrang in ca an ṭial	they write with chalk on the blackboard
Rawl a ei kho ngai	she can eat a lot of food
Rawl a ei tuk caah a thau deuh deuh	she gets fatter since she is very gluttonous
Zei hla dah na phan?	what song have you been composing?
Phanah lo in vak hlah!	do not go out without slippers!
Na caṭial zeidah na phanh cang?	what have you reached in your writing?
Na phanhnak zei can dah a si cang?	how long has it been since you arrived?
An phaisa hmuhmi a tlawm i an phanhria ngai	their income is small and they find it hard to make ends meet
Pho tiah a kah	he shot him with a sound of pho!
Tangka phar zakhat a ka ṭhenh	he presented me one hundred kyats
Thahau nih a ka duah i ka ban a phar	my hand has rash from nettle sting
A tak a phar ka rak hngal lo	I did not know that he had rash on his body
Phar in inn sak khawh a si	it is possible to build a house with bamboo
Cabuai cungah mipung kha pharh	spread out the map on the table
Pe phat cu saṭil caah a ṭha ngai	grounds of peanuts is very good for animal feed
A ke thui aa harh ngai	he had a hard time swinging his leg forward
Cawhnuk dur na phauh cang maw?	have you opened the milk tin?
Raltuknak ah phaw an rak hman	they used shields in fighting
Pali kha p◦hnih in phaw tuah	divide four by two
Sa an i phaw	they distribute meat among themselves
Phawng in Chindwin tiva kan tan	we cross the river Chindwin in a barge
Naute nih a lu a phawh khawh cang	the small baby can raise its head now
Tal in lung an phawh	they pried a rock with a lever
Lung phawhnak ah tal a ṭhahnem ngai ngai	a levery is very good for prying a rock
Ka thin an ka phawh	they made me very angry
Ar hmul a phawimi khi ka u a si	the one who pluck chicken feathers is my brother
Ka ha a ka phawitu a min ka ngal lo	I don't know the name of the one who extracted my tooth
A sam a phawitu kha a va a si	the one who pulled off her hair was her husband
Ka pu le ka pa belh an phawi	my grandfather and my father rooted out the weeds
A sam a phawi dih	he pulled out a lot of her hair
Sibawi nih ka ha a ka phawi	a doctor extracted my tooth
Rawlchuang nih ar hmul a phawi	a cook pluck the feathers of a chicken
Belh an phawi	they rooted out the weeds
Uico kha a hri phoih tuah	please unleash the dog
Thil tom kha phoih tuah	please unpack the parcel
Tawh kha phoih tuah	please unlock (the lock)
Facang ci kan phawi lai	I shall pluck off rice seedlings to give them to you
Tiva kam phawk cu a chah ngai	the grove of reeds along the river is very thick
Lam phawk in kal ahcun a nai deuh	if you take a shortcut road it will be nearer
Rian cu i phawt thiam a hau	distribution of labor is very essential
Sa an phawt lioah an i si	they fought with one another while they were allocating meats
Tangka i phawtnak ah kanan seh a herh	calculator is necessary for distribution of money
Phe kah hi a ṭha lo nain kah a nuam	it is no good to play cards but it is fun
Mi phe a si	he is a cunning person
A phet tuk caah a bia zumh a har ngai	since he is so cunning it is hard to believe his words
Thlitu a kan pheng tu hi a ṭha hnem ngai	this shield that protect us from the wind is very helpful
Thal in an kah len, a sinain aa pheng kho	they shot him with arrows, but he could shield himself
Kan inn a phengtu thingkung hna kha hau an hau	we need to cut down the trees that obstruct the view of our house
Thlitu pheng nih kan inn a phenh khawh	the wind break can give a good protection to our house
Aa phenghai kho set lo	he could not defend himself properly
Aa phenhai nak ah a palh chinchin	he made more mistakes as he defended himself
Banhla kung kha namtong in a pheh	he chops off a banana tree with a sword
Namtong cu banhlakung phehnak ah a ṭha ngai	sword is very good for chopping the banana trees
Mawtaw nih nawncek a ka pheh	a car splashed mud on me
Tlak nih a ka phehnak ah ka bawngbi a hnawm	my trousers get dirty from being splashed with mud
Mah thing hi na phet kho lai maw?	can you chop off this wood with one stroke?
A phei ah mawngcik a um	there is a tattoo on his thigh
Meng hnih chung lam a phei	the road is level for two miles
Lam a phei lo tikah kan ba khun	we get tired more ea sily when the road is not level
Phei phah in a ṭhu ko	he sits lazily
Nupi ṭhitnak ah an kan pheih	they invited us to the marriage
Phe naa kah bal maw?	have you ever gambled?
Phe kah nak ah i tel ve hlah	donot participate in the gambling
A rap kha phelh tuah	you may unspring your trap
A meithal a ṭek a phelh	he pulled the trigger of his gun
An i hamnak kha an phelh	they broke their engagement
An cawleng an phel hral cang	they have disposed of their bullock cart
Thlitu pheng nih kan inn a phen kho lo	the wind break cannot protect our house
Thingkung nih sianginn kha an phenh	the trees obstruct the view of the school
Thlitu pheng nih kan inn ṭhate in a phenh	the wind break protects our house properly
Kan i phenh nak thingpi kha a pur	the tree under which we took shelter/protection fell down
Lungpi phen ah kan i dor	we take shelter in the leeward side of the rock
A hawile kha a phenhai hna	he keeps his friends at arm's length
Pakhat le pakhat kan i pheo awk a si lo	we should not discriminate one another
Kan i pheo ruangah kan i hlawk hlei lo	by excluding one another we donot profit anything
Ṭuangah pher kan phah i kan it	we spread mat on the floor and slept there
Mei cung ah sa kan pherh	we dry meat above the fire
Fei in an khawh i aa phet	they threw a spear at him but he dodged it
Na rian khan naa phet lai lo	you should not shy away from taking responsibility of what you should do
Tlang kawn kan phak tikah kan i din te lai	when we reach the saddle of the hill we shall stop for rest
Mi phetchem a si	he is a man who evades responsibility
Na rian ah naa phetchem awk a si lo	you should not evade duties in your work
Na hawile kha na pheu hna lai lo	you should not exclude your friends
Na tinchia tuahmi a phi a hmaan	the answer of your maths is correct
Mah bia halnak hi a phi na hngal maw?	do you know the answer of this question
Hmunphiah in ṭuang a phiah	he/she sweeps the floor with a broom
Ti le chatpiat in ka hmai kaa phiah	I wash my face with water and soap
Inn na phiak kho lai maw?	could you sweep the house?
Hni phiak aa fenh	shed wears a flowing skirt
Thil a phiar	she knits a cloth
Suaiṭar a phiar	she knits a sweater
Sam na phiar thiam maw?	do you know how to braid hair?
A sam aa phiar	she braids her hair
Thil a phiar lioah chawnh khawh a si lo	it is not possible to talk to her while she is knitting
Caminpuai na phi kho pah maw?	did you do well in the examination?
Camipuai na phit khawh caah kan i lawm	we are happy because you could answer questions in the exam
Caminpuai ka phit khawh ko nain ka sung	I was able to answer question in the exam but I failed
Na hna phit hlah!	do not close your ears!
Khua sik a chuak i ka vun a phi	the winter came and my skin is dry and hard
Ka vun a phit tuk caah a kak	my skin cracks since it is too dry and hard
Palik nih kan ar a phulmi an tlaih hna	the police caught the ones who secretly killed our chicken
Mizoram ah rawl kan phiar lai	we will buy food grains in Mizoram
Rawl kan phiar lioah ka hmuh	I saw her while we were buying good in a distant place
Facang phiau khat ah tangka thong nga a si	one tin of rice costs five thousand kyats
A fengbeo a phing	his ankle swells
A hna aa phih	he closes up his ears
Phihlik nih kan puan a ei	cockroach ate our blankets
A hmai ah phihlik ek a um	she has freckles on her face
Nan ar a phul lioah kan poh	we surprised him when he killed your chicken
Na ke a phin ahcun dinh na hau	if your foot swells you better take rest
Facang phio khat in cawk ka duh	I want to buy a tin of rice
Phirmang le Phirceu cu fa phir an si	Phirmang and Phirceu are twin brother
A kawp a kawp in an kal	they go in pairs
Fa phir kan ngei	we have a twin
Phirban hni cu a man a fak ngai	silk skirt is very expensive
Rang an i phirh	the two of them ride on one horse
Baisikal an i phirh	the two of them ride the bicycle together
Rang na ka phirh kho lai maw?	would you take me on your horse with you?
Puan a phomi khi ka far a si	the one who expose blankets (dry in the sun) is my sister
Rangtum pahnih tlik an i zuam	two stallions raced
Ni tlang ah puan an pho	they dried their blanket in the sun
Saṭil zuatnak caah phong cu a ṭha	pasture land is good for keeping animals
Si thawl kha a chin na phong kho hnga maw?	can you open the lid of the medicine bottle?
Chiti thawl phonghnak ah namte a herh lo	knife is not necessary for opening the cooking oil can
Uico kha a hngawng hri hei phoih tuah	please unleash the collar off the dog
Na angki kha i phoih	take off your coat
Na luchin naa phoih lai maw?	are you going to take off your hat?
Na angki kep kha i phoih	unbutton your shirt
A zaw tuk i a lu a phok kho lo	he is too sick that he cannot raise his head
An rangpi a phol	their mare is in heat
Ka cawpi a phol caah cawtum tampi nih an dawi	since our cow is in heat many male cows are cha sing her
Ngaknu tlangval cu an phol ngai tawn	young people are usually fond of joking
An phol tuk ahcun hna an hnok te lai	if they have too much fun they will be disturbing to others
Fang na phomh lai ma?	are you going to pound the rice
Changvut an phomh	they are pounding sticky rice (in a mortar)
Makphek phomhnak ah lung sum a ṭha bik	stone mortar is best for pounding chillies
Kan vawlei a phon	our soil is poor (because of erosion)
Ram a phon ahcun rawlkung an ṭha kho lo	if the soil is poor food grains cannot thrive
Facang phor za khat kan ngei	we have one hundred loads of rice
Facang tun a phormi leng khi kanmah ta a si	the cart that transport rice bags over there is ours
Hi thil hi na phor kho lai maw?	would you be able to carry this load?
Thil phorhnak ah cawleng nakin mawtaw a ṭha deuh	truck is better than bullock cart for carrying goods
Angki pakhat a ka phorh	he brings a shirt for me
Mah nazi hi thong hra a phu ko	this watch is worth ten thousand
Nan nih phu tah nan kal kho lai maw?	will your group be able to go?
Vanchiatnak le vanṭhatnak hi an i phua tawn ko	bad luck and good luck confluence and blend together sometimes
Hla phuah a thiam ngai	he is skilful at composing songs
Ṭialthang nih Ṭialcuai cu hla a phuah	Ṭial◦thang composed a song in praise of Ṭial◦cuai
A rian in an phuah	they dismissed him from his work
Sualnak a tuah i an phuah	he did sin and he was excommunicated
Ka phut lomi ka duh sual rua	it seems that I loved what I am not worthy of
Na rian in an in phuak sual lai maw?	would you be fired from your job?
Mi sualnak na phuang bal hna maw?	have you ever disclosed other people's fault?
Phuchim herh in aa herh	he is a like whirlwind
A liang a chuk	he has hunching shoulders
Lai phung ah upa cu hmaizah awk an si	in Chin way of life, older people should be respected
Nupi man manh hi Laiphung a si	giving marriage price is a custom of the Chins
Vorhlei kam mawtaw mongh hi Kawlram phung a si ve	traffic rule is to drive on the right side of the road in Burma also
Lai nu nih hnifual an i fenh phung a si	it is the fashion of the Chin women to wear long skirts
Tuchan mino cu sam sau hi an phung a si	long hair is a style for the modern youth
Ram uknak phung cu a um a herh	it is necessary to have a code of laws for governing a country
Kuakzuk hi phung ṭha lo ngai a si	smoking is a very bad habit
Hmai zarh ah amah phung a chim lai	he will be preaching next Sunday
Hmai zarh ah amah nih phung a chim lai	he will be preaching next Sunday
Phungchimnak caan tampi a ngei	he has plenty of time for preaching
A phung◦him a ṭha ngaingai	his sermon was very good
Hmai zarh ah amah nih phung a kan chimh lai	he will be preaching to us next Sunday
Kawhra ba kan phu lai	we will dig up sweet yams root
Phungchimtu na rel ahcun na ruahnak a kau deuh lai	if you read the book of Ecclesiates your thinking will broaden
Judahmi phung kermei nih Pathian phung kha an phenh	the small details of the laws of the Jews hinder the Law of God
Fiar a hmanmi aa phuhrung	he has a guilty feeling about his habit of stealing
Phu hrungnak zeihmanh ka ngei lo	I have no guilty conscience
Phungki cu an lu a kawng	Buddhist monks are bald headed
Ram nih phunglam an i ngeih cio	every country has their own laws
Lai phungphai tampi cu kan philh ngai cang hna	we have forgotten many rituals of the Lai Chin
Raithawinak ar kha ti an phulh tawn	they squirted  water on the sacrificial chicken with their mouths
A nau phu a hlam	he avanged his dead brother
A nau phu a hlamnak ah a thi	he died when he avenged his dead brother
Inn chungah na cil cha hlah	donot spit in the house
Ramlak bahra phuk a har ko	it is hard to dig up wild turnips
Nga cu phukphuher a ngeimi an tam deuh	most of the fish haved scales
Phul ah pangpar tampi an kho	plenty of flowers grow in the grassy land
Thlan a phulmi kha an tlaih hna	the ones who robbed the grave were caught
Mifir nih thlan an phul	robbers exhumed the grave
Ka buh hang a phul	my rice I am cooking froths over
Cawhnuk na chuanmi a phul na hngal lo maw?	din't you know the milk you are heating frothed over?
Kan ram a caar dih cang	our land is all dried
Sa kha cite na phulh maw?	did you sprinkle salt on the meat?
Atu cu phul-hrawh a cu cang	the time for cleaning the field for sowing has come
Phul nan hrawt cang maw?	have you cleaned the field for sowing?
Miruak kha an phum cang	they have buried the dead body
Ka ram ah ka lu phum ka duh	I want to be buried in my own country (to show my patriotism)
Anṭam a phunmi khi ka nu a si	the one who is planting cabbages is my mom
Thingkung kan phun hna	we plant trees
Na puan hi a ṭha phun a si	your blanket is a good kind
Miphun zakip nih Pathian an biak lai	every tribe shall worship God
Nangmah hi nan phun a tung ding na si	you are the one to carry on the ancestry of your family
Phunzai lengmang hi a ṭha lo	it is no good to grumble all the time
Kan inn a phurtu kha thli a si	the thing that fell down our house was the wind
Thli nih thingkung a phur	wind fells down a tree
Hi facang tun hi na phur kho hnga maw?	can you carry this bag of rice?
Thing na phurh lio ka'an hmuh	I saw you while you were carrying wood
Na tlun tikah muṭhai rak ka phurh te	when you return please bring me some candies
A hngawng ah thingtan in a tuk i a thi	He hit it with a stick on his neck and he died
Bee ka kei i ka paw a chong	I ate beans and my stomach got upset
Ka paw a ka chon ter tu ka theih cang	I know now what made my stomach upset
Ra hi Laimi nih an ei ve	sulphur bean serves as one kind of food to the Chins
Hika ah hin ra tuah	please come here
Ni nih a ka cerh i ka mit a ra	bright sun dazzles my eyes
Nihin cu Bawksih ah rang cawngh ah ka kal lai	I am going to Bawksih to look after the horses
Sakhi kha rang ngai in a tli	a deer runs swiftly
Na kut cu a rang taktak	your hand is so swift
Rangcong nih rang kha ṭha tein a cong hna maw?	does the horse keeper take good care of the horses?
Thung nih thil a ran ter	chalk powder can cause clothes to be white
Rangcongh hi ka zuam ngai mi a si	I am interested in keeping horses
Rang hrem lo cu a chak hlawmh a har ko	it is difficult to put on a bridle on an untamed horse
Laimi cu rangcung ralkap an rak ngei bal lo	the Chins never had cavalry
Rangkengdan lo in rang i cit cu a fawi lo	it is not easy to ride a horse without a saddle
Rangkelamh cu thir le saphaw in sermi a si	stirrup is made of metal and leather
Hmun rawn ah rangleng an hman hna	horse carts are used on the plains
Rangsumreh hi chokai lei caah biapi ngai a si	saddle girth is very important for ascending the hill
Rangtum pahnih tlik an i zuam	two stallions raced
Na rangṭawkbanh na ka hlan kho hnga maw?	could you please let me borrow your horse buttock strap?
Rai nih a ka fanh	I have malaria
Thisenthlet rai a tlung	there is an epidemic of dysentry
Kan vokpi a rai	our sow is pregnant
Na rangpi a rai tikah rak ka chim ve te	please tell me also when your mare is pregnant
Laimi cu thing le lung an rak biak	the Chins were animists
Ram niam ah raifanh a tam	malaria is prevalent in low lands
Kan rangtum nih nan rangpi fa a raih	our stallion impregnated your mare a child
Raise cu hloh a si cang	small pox has been eradicated
Raise khaan an chunh hna	they vaccinated them for small pox
Thing le lung biami nih rai an rak thawi tawn	animists used to sacrifice to devils
Raithawinak caah ar do tla an hman tawn	they used umblemished fowl for sacrificing to demons
A bawipa nih a sin um kha a raak	an officer shouts at his servant
Hngakchia kha a thin a phang i a raak	the child is in great fear and cries
Cauk kha rak pu tuah	please bring the book here
Hmai ah rak kal chung	please go ahead
Ni kum ah hi rang hi ka rak cawk	I bought this horse last year
Hika ah hin rak ṭhu ko	please sit down here for the time being
Sianginn ah na rak kal chung lai	you will go to the school before us
Ka ral i a ral cu ka hawi a si	the enemy of my enemy is my friend
Vawleicung ralpi pahnihnak cu 1945 ah a dih	second world war ended in 1945
Anih cu mi a ral lo	as for him he does not oppose people
Tiva ral ah a kal	he went to the other side of the river
Kan ral tlang ah khin an kal ka hmuh	I saw them go on the hill opposite us
Cite cu ti chungah a ral	salt melts in the water
Ralca cu ti chiahnak ah a ṭha ngai ngai	glazed jar is good for keeping water
Kan ralchan tlang ah ni a chuak cang	the sun has risen on the other side of the valley
Thil ṭha lo cu kan ralchan zungzal hna lai	we must oppose bad things always
Thil kan ralchanhmi kan theih awk a si	we should know what we oppose against
Ralchanhnak cu aho poh ton ciomi a si ko	opposition is the thing that everyone encounters
Zei thil paoh hmanh hi ralchanhtu an ngei dih cio	every thing has its opponent/contradictor
A ral a chia	he is coward
Na ral a chiat awk a si lo	you should not be timid
Ralchiatnak nih thil ṭha a chuah pi kho lo	cowardice cannot bring about anything good
Ral a daih lawngah ram a ṭhangcho lai	nation will develop only if there is no war
Rawlṭamnak ral hi an do thlu kho rih lo	they have not win the war against hunger yet
Raldohnak ah minung tampi an thi	many people died in war
Ralfir in an doh hna	they fight them with guerilla warfare
Amah cu ralfir a si	he is a guerillla
Vanlawng hi ralhriamnam ṭha bik pakhat a si	airplane is one of the best war weapons
Khua vennak ah ralhruang an sak	they built a fortress to defend the village
Ralkap tampi an ra	many soldiers came
Aa domi kha ral an i rem cang	the opposing groups have made peace
Lam nal i na kal tikah naa ralring lai	when you walk on a slippery road, you should be careful/cautious
Kan ngandamnak kan i ralrin a herh	we should be careful about our health
Hlei kai tikah ralrinnak ngeih a herh	it is necessary to have carefulness when climbing a ladder
Ralrinnak an pek	he was given a warning
Mawtaw mongh tikah ralrinnak ngeih a herh	we should have caution when driving
Ralsa na ka lak	you put me in jeopardy
France le Germany ral an i tu	France and Germany fought against each other in war
Ral an i tuk caah mi tampi an thi	because they fought in war many people died
Raltuknak ah hriamnam tampi a herh	plenty of war materials is necessary for war
Ralthawhnak hi thil hmete in aa thawkmi a si kho	war can start with a very small thing
Mizo kha ral an rak tho	the Mizos rebelled
Amah cu mi ralṭha a si	he is a courageous man
Na ral a ṭhat ahcun na kal ngam lai	if you are brave you would dare to go
Pathian nih ral in veng ko seh	may God guard you
Na nupi ral na veng ngai hi ta	you respect your wife very much
Pathian cu kan ralvengtu a si	God is our protector
Palik nih khua ral an ven	police protects the city
Pasal ralven a thiam ngaingai	she is very good at respecting her husband
Ram chungah raldohnak a um tikah ralzam tampi an um	when there is civil war there are many refugees
England ram cu a hme nain ram ṭha a si	England is a small country but a great one
Naga ram cu India chungah a um	Nagaland is in India
Lairam ah Laimi kan um awk a si	there should be Chins in Chinland
Hong Kong cu England ukmi ram a rak si	Hong Kong was a colony of England
Kan ram ah facang kan cin	we plant rice in our land
Ram hring lakah a ka bawhter	he lets me lie down in the green grass
Mi ṭha nih ramchung an nomhter	good people make the interior affairs of the country pleasant
Mi sa ram a si	he is a heavy meat eater
Mi inn ah meh va ram hlah	please do not be gluttonous at other's home
Meh a ram tuk tikah a zoh a chia	he looks bad when he is gluttonous (of curry)
Kawlram ramchungmi hna cu phun tam◦pi an si	the citizens of Myanmar are many tribes
Ram an hrang	they are on war expedition
Ral nih an ramh hna	their enemies plundered them
Ram an hrannak ah tam nawn an thi	a good number of people died on their war expedition
Mizoram le Lairam ramri cu Ṭio va a si	the bolundary of Mizoram and Lairam is Ṭio river
Ram kan riah lioah vom ka hmuh	I saw a bear while we went on hunting expedition
Thai kiptu ah ramriah ah kan kal lai	we shall go on hunting expedition the day after tomorrow
Ṭhal ah ramriahnak caan tampi kan ngei	in summer we have plenty of time for hunting/fishing expedition
Thaizing ah ti ram kan riak lai	tomorrow we shall go on fishing expedition
Thaizing ah ramtuk kan rel lai	we shall decide tomorrow which area should be located for fields this year
Ramtuk kan relnak ah naa tel ve awk a si	you should also participate where we chose the area for hillside fields
A ran khawh chungin tli	run as fast as you can
Khah, i ranh tuah	come on, be quick, hurry up
Pu man ah siapi kan ranh	we offered him a femaled mythun for marriage price
Vate rap kan chiah	we are placing a trap for the birds
Zu rap kan chiah	we place a trap for rats
Varit rap kan chiah	we are placing a noose for pheasants
Va rap kan chiah	we spring a trap for birds
A hmai a rau	his face is pale
A hmai a rau kha a zawt caah a si	the reason why his face was pale was due to his sickness
Sau nan rau lai maw?	will you be away a long time?
Nan kualtlawn cu zei can dah nan rauh lai?	how long will you be away for your trip?
A khualtlawn cu a rauhnak a sau cang	it is a long time since he has been on his tour
Changreu kan raw lai	we are going to bake bread
Ruaci seh cu a fak ngai	the sting of centepede is painful
Changreu rawh na duh maw?	do you want to bake bread?
Changreu rawh nak ah thing a herh	wood is necessary for baking bread
Kan cawleng a rawh caah lam ah kan tap ko	we are stuck in the middle of the road since our bullock cart broke down
An khua a rawh caah an pem dih	they emigrated to other places because their village ruined
A cawhnuk a rawh ter	he lets his milk spoiled
Lam ah an cawleng a rawk	their bullock cart broke down in the middle of the road
An khua a rawhnak a sau rih lo	it is not yet a long time since their village's distruction
Cawhnuk a rawk	milk was spoiled
An khua a rawhral tikah mi an ṭiao dih	when their village dissolved all the people scattered
An khua a rawhralnak cu ral ruang ah a si	the destruction of their village was due to war
A hawi a rawimi cu zumh tlak an si lo	the ones who betray their friends are not trust worthy
A hawipa nih a rawi	his friend betrayed him
Rawinak nih ṭhatnak zeihmanh a chuah pi lo	betrayal does not bring any good
Thing a rawimi khi ka pu a si	the one who split the wood is my grandfather
Ka nu nih cehrep in puan a rawi	my mother cut the blanket along the line with a scissors
Thing rawi a thiam ngai	he knows very well how to split the wood
A hawikom kha aa rawih hna	he invited his friends to help him (to fight against his opponent)
Ruakha an tla	they perform a bamboo dance
Ruakha tlaknak ah a ke aa ilh	she sprained her foot in performing the bamboo dance
Ruakha tlak hi Laimi lam phun khat a si	bamboo dance is one of the dances of the Chins
Babilon cu a rawkral dih cang	Babylon was completely destroyed
Khal-di miphun an rawkralnak cu a sau cang	it is a long time since the complete destruction of the Chaldeans
Rawl nan ei cang maw?	have you eaten food?
Ka ai na ka rawl kho lai maw?	can you take my place?
Thing hlun kha thing thar in nan rawlh lai	you should replace the old board with a new board
Na rawlka a thaw maw?	do you have good appetite?
Na rawlka a thawt ahcun na thau lai	if you have good appetite you will be fat
Caw cu rawlret a khaimi saram an si	cow is a animal that chews the cud (ruminant animal)
Meheh nih a rawlret a khai	a goat chews its cud
A zaw i a rawm ngai	he was sick and very thin (and weak)
Hmun rawn ah a dir	he stands on a level ground
Meithal ah zen a rawn	he loaded the gun with gun powder
A rawnh nak hmun ah pumpululh an chuih	they play soccer on a flat ground
Ti rawnh nak ah tithawl a ṭha bik	water bottle is best for taking water with on a journey
Chuncaw kan in rawnh lai	we shall pack lunch for you
Kan inn tung an rop cang	the posts of our house are getting rotten
Thing an rawt lioah a ke aa khawn	he hurt his leg while they were dragging logs
Thing tum pakhat an rawt	they drag a log
Thingtum an rawtnak ah pakhat lungpang in a tla	in their dragging of the log one man fell off the precipice
C pawl nih B pawl an rawt hna	C team dragged B team
Kan thingah kha an re cang	our boards have shrunk
Rawl lo in ni khat an ka reem	they deprived me of food for one day
Ka chaiza a reng tuk	the string of my bow is too taut
Na chaiza a reng tuk i ka reng kho lo	your bow string is so tense that I cannot stretch it
Ṭingtang hri kha na rengh ahcun a ṭha lai	you may stretch tight the string of the violin
Na taisawm i reh na hau	you have to tighten your belt
A hngawng pacereng in a reh	he strangled him (by his hands)
Ṭul nih kan epal kung a reh	a vine constricts our apple tree
A hngawng an rehnak cu zahan ah a si	his strangling took place last night
A rengh caah mi nih an zawmhteih tawn	people sometimes derided him since he is retarded in his stature
Kan mangkawlong a reh cang	our quavas have ended its fruit season
An aw a reh cang	their voices have died away
Kan metei a reh nak a sau cang	it has been a long time since our peaches have ended their fruit season
An aw a rehnak tunaite a si	it is only a short while since their voices died away
Zu nih an kua an rei	rats burrow their holes
Fingrei a cat	dawn is breaking
Na angki hngawng nih a'an rek maw?	is your collar strangling you?
Ka ke rek a fak	I feel pain at my ankle
Fatun rel khat in cawk ka duh	I want to buy a basket of millet
Na cauk kha rel tuah hna	count your books
Ramtuk an rel	they are planning to determine the area of the fields
Kan umkalnak ding kan rel ṭi lai	we shall discuss together how and where we shall be going
Zeite ah a ka rel lo	he considers me as nothing
Mirangca na rel thiam maw?	can you read English?
Na thil tuahmi cu thil ṭha ah ka rel	I regard what you have done as a good thing
Inn an rel	they are putting up the framework of the house
Thlam an rel lioah a kut aa khawn	he hurts his hand when they were putting the framework of a hut
Ral ah a rel i a kah	he mistook ("consider") him for an enemy and shot him
Facang tun a relnak ah a ba ngaingai	he is very tired from counting bags of rice
Na sayate bia zei rel lo in um hlah	donot disregard what your teachers say
Ca rel nak ah mithman ka herh	I need glasses for reading
Aa rel lai lo	it will not be proper
Aa rel lo ahcun tuah hlah	don't do it if it is not proper
Kan cawtum aa pheo	our bullock keeps itself away/stays alone
Aa pheo nak thla thum a si cang	he has been hiding away three months
